8.26667  0.998026 0.00477107
8.33333  0.998228 0.00432433
8.4  0.998408 0.00392034
8.46667  0.99857 0.00355284
8.53333  0.998716 0.0032196
8.6  0.998847 0.00291746
8.66667  0.998965 0.00264432
8.73333  0.99907 0.00239595
8.8  0.999165 0.0021708
8.86667  0.99925 0.00196672
8.93333  0.999327 0.00178228
9  0.999396 0.0016146
9.06667  0.999457 0.00146265
9.13333  0.999513 0.00132494
9.2  0.999562 0.00120051
9.26667  0.999607 0.00108741
9.33333  0.999647 0.000984942
9.4  0.999683 0.000892097
9.46667  0.999716 0.000808211
9.53333  0.999745 0.000731986
9.6  0.999771 0.00066293
9.66667  0.999794 0.000600372
9.73333  0.999815 0.000543856
9.8  0.999834 0.000492511
9.86667  0.999851 0.000446001
9.93333  0.999866 0.000403873
10  0.99988 0.000365818
10.0667  0.999892 0.000331249
10.1333  0.999903 0.00029994
10.2  0.999913 0.000271584
10.2667  0.999922 0.000245903
10.3333  0.99993 0.000222708
10.4  0.999937 0.000201641
10.4667  0.999944 0.000182562
10.5333  0.999949 0.000165286
10.6  0.999955 0.000149682
10.6667  0.999959 0.000135512
10.7333  0.999963 0.000122681
10.8  0.999967 0.000111063
10.8667  0.999971 0.00010057
10.9333  0.999974 9.10424e-05
11  0.999976 8.24159e-05
11.0667  0.999979 7.46055e-05
11.1333  0.999981 6.75518e-05
11.2  0.999983 6.11481e-05
11.2667  0.999985 5.53504e-05
11.3333  0.999986 5.01015e-05
11.4  0.999988 4.53495e-05
11.4667  0.999989 4.10585e-05
11.5333  0.99999 3.71631e-05
11.6  0.999991 3.36367e-05
11.6667  0.999992 3.04445e-05
11.7333  0.999993 2.75619e-05
11.8  0.999994 2.49454e-05
11.8667  0.999994 2.2577e-05
11.9333  0.999995 2.04331e-05
12  0.999995 1.84925e-05
12.0667  0.999996 1.67403e-05
12.1333  0.999996 1.515e-05
12.2  0.999997 1.37106e-05
12.2667  0.999997 1.24078e-05
12.3333  0.999997 1.12314e-05
12.4  0.999998 1.01639e-05
12.4667  0.999998 9.19768e-06
12.5333  0.999998 8.32322e-06
12.6  0.999998 7.53179e-06
12.6667  0.999998 6.81724e-06
12.7333  0.999999 6.16885e-06
12.8  0.999999 5.58206e-06
12.8667  0.999999 5.05102e-06
12.9333  0.999999 4.57156e-06
13  0.999999 4.13655e-06
13.0667  0.999999 3.74289e-06
13.1333  0.999999 3.38664e-06
13.2  0.999999 3.06426e-06
13.2667  0.999999 2.77322e-06
13.3333  0.999999 2.50918e-06
13.4  1 2.27025e-06
13.4667  1 2.05404e-06
13.5333  1 1.85841e-06
13.6  1 1.68179e-06
13.6667  1 1.52158e-06
13.7333  1 1.37661e-06
13.8  1 1.24544e-06
13.8667  1 1.12675e-06
13.9333  1 1.01961e-06
14  1 9.22428e-07
14.0667  1 8.34498e-07
14.1333  1 7.5494e-07
14.2  1 6.83122e-07
14.2667  1 6.17985e-07
14.3333  1 5.59052e-07
14.4  1 5.05733e-07
14.4667  1 4.57495e-07
14.5333  1 4.13951e-07
14.6  1 3.7446e-07
14.6667  1 3.38733e-07
14.7333  1 3.06412e-07
14.8  1 2.77172e-07
14.8667  1 2.50778e-07
14.9333  1 2.26842e-07
15  1 2.0519e-07
15.0667  1 1.85602e-07
15.1333  1 1.67882e-07
15.2  1 1.51888e-07
15.2667  1 1.37385e-07
15.3333  1 1.24265e-07
15.4  1 1.12397e-07
15.4667  1 1.01662e-07
15.5333  1 9.1972e-08
15.6  1 8.31862e-08
15.6667  1 7.5239e-08
15.7333  1 6.80504e-08
15.8  1 6.1548e-08
15.8667  1 5.5679e-08
15.9333  1 5.0358e-08
16  1 4.55451e-08
16.0667  1 4.11918e-08
16.1333  1 3.72543e-08
16.2  1 3.36928e-08
16.2667  1 3.04785e-08
16.3333  1 2.75644e-08
16.4  1 2.49287e-08
16.4667  1 2.25449e-08
16.5333  1 2.03888e-08
16.6  1 1.84429e-08
16.6667  1 1.66789e-08
16.7333  1 1.50835e-08
16.8  1 1.36406e-08
16.8667  1 1.23356e-08
16.9333  1 1.11578e-08
17  1 1.00902e-08
17.0667  1 9.12471e-09
17.1333  1 8.25152e-09
17.2  1 7.46183e-09
17.2667  1 6.74913e-09
17.3333  1 6.10314e-09
17.4  1 5.51894e-09
17.4667  1 4.99063e-09
17.5333  1 4.51285e-09
17.6  1 4.08078e-09
17.6667  1 3.69086e-09
17.7333  1 3.33745e-09
17.8  1 3.01786e-09
17.8667  1 2.72885e-09
17.9333  1 2.4675e-09
18  1 2.23165e-09
18.0667  1 2.0179e-09
18.1333  1 1.8246e-09
18.2  1 1.64982e-09
18.2667  1 1.49176e-09
18.3333  1 1.34912e-09
18.4  1 1.21986e-09
18.4667  1 1.10298e-09
18.5333  1 9.97284e-10
18.6  1 9.01714e-10
18.6667  1 8.15297e-10
18.7333  1 7.37313e-10
18.8  1 6.66645e-10
18.8667  1 6.02745e-10
18.9333  1 5.44968e-10
19  1 4.92725e-10
19.0667  1 4.4558e-10
19.1333  1 4.02861e-10
19.2  1 3.64235e-10
19.2667  1 3.29311e-10
19.3333  1 2.97733e-10
19.4  1 2.69182e-10
19.4667  1 2.43418e-10
19.5333  1 2.20073e-10
19.6  1 1.98966e-10
19.6667  1 1.79882e-10
19.7333  1 1.62627e-10
19.8  1 1.47027e-10
19.8667  1 1.3295e-10
19.9333  1 1.20195e-10
20  1 1.08664e-10
